À­ÂüÎ»ÒÆ,Count
924.43,167512
928.598,166770
932.762,164891
936.922,162908
941.077,161419
945.228,161144
949.375,161443
953.517,162273
957.655,163387
961.789,163893
965.919,164075
970.044,164504
974.165,165239
978.282,166955
982.394,169422
986.503,172821
990.607,178753
994.707,187556
998.802,202460
1002.89,223100
1006.98,230810
1011.06,210979
1015.14,203985
1019.22,214655
1023.29,234236
1027.35,260062
1031.42,288460
1035.47,310228
1039.53,316441
1043.58,308050
1047.62,280418
1051.66,245494
1055.7,219493
1059.73,203425
1063.76,193126
1067.79,186386
1071.81,182370
1075.82,179296
1079.84,176322
1083.84,174271
1087.85,172741
1091.85,172501
1095.84,173690
1099.84,174285
1103.82,174469
1107.81,174869
1111.79,175647
1115.76,175631
1119.73,175519
1123.7,175185
1127.67,174916
1131.62,174112
1135.58,173846
1139.53,173616
1143.48,174452
1147.42,175216
1151.36,176173
1155.3,176713
1159.23,178071
1163.15,178232
1167.08,177903
1171,177565
1174.91,176853
1178.82,176079
1182.73,174947
1186.63,173550
1190.53,171678
1194.43,170604
1198.32,170876
1202.2,172269
1206.09,174603
1209.97,175798
1213.84,174749
1217.71,171100
1221.58,168140
1225.44,166503
1229.3,164881
1233.16,163076
1237.01,162555
1240.86,163424
1244.7,165696
1248.54,168501
1252.38,169904
1256.21,168491
1260.04,167140
1263.87,167511
1267.69,168785
1271.5,169145
1275.32,169208
1279.12,169443
1282.93,170792
1286.73,172010
1290.53,172925
1294.32,173920
1298.11,174856
1301.9,175996
1305.68,176319
1309.46,176256
1313.23,176162
1317,176177
1320.77,176629
1324.53,177473
1328.29,179277
1332.05,181510
1335.8,183925
1339.55,186188
1343.29,187773
1347.03,188487
1350.77,189286
1354.5,188830
1358.23,187874
1361.96,186569
1365.68,185919
1369.4,185706
1373.11,186633
1376.82,189477
1380.53,193929
1384.23,195676
1387.93,191736
1391.62,187334
1395.31,184005
1399,182875
1402.69,182558
1406.37,183379
1410.04,184459
1413.72,185109
1417.39,186346
1421.05,187991
1424.71,189592
1428.37,192136
1432.03,196210
1435.68,202096
1439.33,209937
1442.97,219693
1446.61,230606
1450.25,241264
1453.88,246009
1457.51,244628
1461.13,240499
1464.76,235944
1468.37,230645
1471.99,224175
1475.6,217239
1479.21,210939
1482.81,205599
1486.41,200081
1490.01,195351
1493.6,191481
1497.19,187697
1500.77,184527
1504.36,181195
1507.94,178369
1511.51,175929
1515.08,173892
1518.65,171399
1522.21,169844
1525.77,167602
1529.33,166223
1532.89,164920
1536.44,163457
1539.98,161704
1543.52,161082
1547.06,160731
1550.6,159801
1554.13,159404
1557.66,158478
1561.19,158046
1564.71,157960
1568.23,157620
1571.74,157560
1575.25,157152
1578.76,157120
1582.26,157097
1585.77,156563
1589.26,155527
1592.76,154075
1596.25,152473
1599.73,150598
1603.22,150842
1606.7,151498
1610.17,151500
1613.65,150117
1617.12,147914
1620.58,146105
1624.05,143860
1627.5,140991
1630.96,139015
1634.41,137931
1637.86,136762
1641.31,136260
1644.75,136199
1648.19,136050
1651.62,135610
1655.05,135374
1658.48,134921
1661.91,134076
1665.33,132949
1668.75,132152
1672.16,131650
1675.57,131594
1678.98,130445
1682.39,128402
1685.79,125782
1689.19,124041
1692.58,122674
1695.97,121504
1699.36,120513
1702.74,119921
1706.13,119256
1709.5,118500
1712.88,117932
1716.25,117422
1719.62,117468
1722.98,118357
1726.34,117567
1729.7,115896
1733.06,115195
1736.41,114570
1739.75,113850
1743.1,113157
1746.44,112330
1749.78,111477
1753.11,110708
1756.44,110088
1759.77,109151
1763.1,108527
1766.42,108052
1769.74,107442
1773.05,107052
1776.36,106733
1779.67,106364
1782.98,106205
1786.28,106105
1789.58,106046
1792.87,105963
1796.17,105844
1799.45,105637
1802.74,105185
1806.02,105096
1809.3,105077
1812.58,104563
1815.85,103941
1819.12,102923
1822.39,102162
1825.65,101586
1828.91,101324
1832.17,100722
1835.42,100390
1838.67,99460
1841.92,98836
1845.16,98202
1848.4,97618
1851.64,97390
1854.87,96867
1858.1,96756
1861.33,96288
1864.56,95884
1867.78,95822
1871,95505
1874.21,95332
1877.42,94873
1880.63,94888
1883.84,94453
1887.04,93973
1890.24,93622
1893.44,93184
1896.63,92746
1899.82,92352
1903.01,91540
1906.19,91046
1909.37,90956
1912.55,90466
1915.72,90115
1918.9,89857
1922.06,89286
1925.23,89183
1928.39,88825
1931.55,88821
1934.71,88428
1937.86,88342
1941.01,88211
1944.16,88212
1947.3,88272
1950.44,88105
1953.58,87834
1956.71,87568
1959.84,87412
1962.97,87180
1966.1,86845
1969.22,86474
1972.34,85967
1975.45,86153
1978.57,85497
1981.68,84601
1984.78,83858
1987.89,83498
1990.99,83103
1994.08,82766
1997.18,82279
2000.27,82074
2003.36,81786
2006.44,81296
2009.53,81116
2012.61,80923
2015.68,80723
2018.76,80208
2021.83,80023
2024.9,79658
2027.96,79014
2031.02,78757
2034.08,78089
2037.14,77948
2040.19,77416
2043.24,76960
2046.28,76495
2049.33,76021
2052.37,75409
2055.41,74942
2058.44,74539
2061.47,74024
2064.5,73420
2067.53,72988
2070.55,72488
2073.57,72396
2076.59,71966
2079.6,71684
2082.61,71322
2085.62,71204
2088.63,70943
2091.63,70687
2094.63,70328
2097.63,70060
2100.62,69570
2103.61,69375
2106.6,69106
2109.58,68859
2112.57,68463
2115.55,68373
2118.52,67771
2121.5,67534
2124.47,67256
2127.43,67012
2130.4,66603
2133.36,66398
2136.32,66120
2139.27,65922
2142.23,65933
2145.18,65582
2148.13,65683
2151.07,65604
2154.01,65311
2156.95,65116
2159.89,65147
2162.82,64834
2165.75,64800
2168.68,64646
2171.6,64579
2174.52,64494
2177.44,64292
2180.36,64078
2183.27,63858
2186.18,63535
2189.09,63355
2192,63097
2194.9,62700
2197.8,62697
2200.69,62241
2203.59,61969
2206.48,61731
2209.37,61560
2212.25,61256
2215.13,61037
2218.01,61498
2220.89,62146
2223.76,61517
2226.63,60483
2229.5,59852
2232.37,59725
2235.23,59158
2238.09,58903
2240.95,58632
2243.8,58318
2246.65,58031
2249.5,57738
2252.35,57503
2255.19,57093
2258.03,56724
2260.87,56486
2263.71,56276
2266.54,55755
2269.37,55623
2272.2,55270
2275.02,54883
2277.84,54916
2280.66,54559
2283.48,54241
2286.29,53977
2289.1,53623
2291.91,53441
2294.71,53164
2297.52,53170
2300.32,52983
2303.11,52910
2305.91,52728
2308.7,52630
2311.49,52469
2314.27,52260
2317.06,51931
2319.84,51853
2322.62,51701
2325.39,51516
2328.17,51271
2330.94,51043
2333.7,50749
2336.47,50636
2339.23,50334
2341.99,50159
2344.75,50041
2347.5,49754
2350.25,49749
2353,49449
2355.75,49111
2358.49,48954
2361.23,48684
2363.97,48503
2366.7,48393
2369.44,48120
2372.17,48044
2374.89,47800
2377.62,47782
2380.34,47904
2383.06,47322
2385.78,46887
2388.49,46455
2391.2,46249
2393.91,46153
2396.62,45978
2399.32,45897
2402.03,45526
2404.72,45379
2407.42,45165
2410.11,44959
2412.81,44772
2415.49,44467
2418.18,44370
2420.86,44182
2423.54,44043
2426.22,43825
2428.9,43668
2431.57,43623
2434.24,43356
2436.91,43211
2439.57,43020
2442.23,42944
2444.89,42599
2447.55,42539
2450.21,42357
2452.86,42214
2455.51,41930
2458.16,41825
2460.8,41519
2463.44,41508
2466.08,41421
2468.72,41298
2471.35,41140
2473.98,40873
2476.61,40770
2479.24,40719
2481.87,40366
2484.49,40278
2487.11,40076
2489.72,39940
2492.34,39804
2494.95,39714
2497.56,39520
2500.16,39397
2502.77,39292
2505.37,39141
2507.97,38916
2510.57,38779
2513.16,38592
2515.75,38334
2518.34,38295
2520.93,38075
2523.51,37919
2526.09,37794
2528.67,37685
2531.25,37542
2533.82,37512
2536.39,37249
2538.96,37236
2541.53,37191
2544.09,37033
2546.66,36917
2549.21,36814
2551.77,36659
2554.33,36642
2556.88,36486
2559.43,36411
2561.97,36160
2564.52,36219
2567.06,36046
2569.6,35867
2572.14,35736
2574.67,35426
2577.2,35292
2579.73,35249
2582.26,35105
2584.79,34893
2587.31,34729
2589.83,34467
2592.35,34246
2594.86,34198
2597.37,34051
2599.89,33792
2602.39,33703
2604.9,33724
2607.4,33546
2609.9,33160
2612.4,32980
2614.9,32780
2617.39,32591
2619.88,32297
2622.37,32199
2624.86,32039
2627.34,31636
2629.82,31569
2632.3,31431
2634.78,31150
2637.25,31018
2639.72,30831
2642.19,30638
2644.66,30435
2647.13,30238
2649.59,30123
2652.05,29980
2654.51,29893
2656.96,29745
2659.41,29601
2661.86,29321
2664.31,29315
2666.76,29245
2669.2,29191
2671.64,28985
2674.08,28922
2676.52,28892
2678.95,28748
2681.38,28501
2683.81,28571
2686.24,28491
2688.67,28446
2691.09,28527
2693.51,28356
2695.93,28379
2698.34,28345
2700.76,28340
2703.17,28403
2705.57,28285
2707.98,28510
2710.38,28553
2712.79,28647
2715.18,28913
2717.58,28902
2719.98,29169
2722.37,29321
2724.76,29343
2727.15,29289
2729.53,29378
2731.91,29570
2734.3,29648
2736.67,29793
2739.05,29540
2741.42,29236
2743.8,28747
2746.16,28482
2748.53,28180
2750.9,27876
2753.26,27904
2755.62,27709
2757.98,27670
2760.33,27706
2762.69,27825
2765.04,27723
2767.39,27803
2769.73,27710
2772.08,27769
2774.42,27779
2776.76,27951
2779.1,28057
2781.43,28262
2783.76,28614
2786.1,28811
2788.42,29157
2790.75,29455
2793.07,30011
2795.4,30626
2797.72,31395
2800.03,32327
2802.35,33507
2804.66,34675
2806.97,36049
2809.28,37915
2811.59,40035
2813.89,42377
2816.19,45441
2818.49,49166
2820.79,53404
2823.08,58269
2825.38,64196
2827.67,71057
2829.95,78284
2832.24,85458
2834.53,91376
2836.81,93630
2839.09,91932
2841.36,87513
2843.64,81910
2845.91,76559
2848.18,72029
2850.45,68542
2852.72,66219
2854.98,64676
2857.24,63888
2859.5,63278
2861.76,63079
2864.02,63445
2866.27,64079
2868.52,65148
2870.77,66321
2873.02,67053
2875.26,67405
2877.5,67215
2879.74,66354
2881.98,64896
2884.22,63553
2886.45,62299
2888.68,61695
2890.91,61474
2893.14,61491
2895.37,61917
2897.59,62448
2899.81,63367
2902.03,64554
2904.24,65809
2906.46,67258
2908.67,68862
2910.88,70636
2913.09,72250
2915.29,73907
2917.5,75505
2919.7,76814
2921.9,77854
2924.1,78708
2926.29,79518
2928.49,80579
2930.68,81637
2932.86,82622
2935.05,83985
2937.24,85246
2939.42,85970
2941.6,86069
2943.78,85315
2945.95,83744
2948.13,80933
2950.3,77943
2952.47,74362
2954.64,71073
2956.8,67852
2958.97,65072
2961.13,62660
2963.29,60097
2965.44,57169
2967.6,54680
2969.75,52358
2971.9,50117
2974.05,48212
2976.2,46226
2978.34,44256
2980.49,42552
2982.63,40967
2984.76,39342
2986.9,37988
2989.04,36482
2991.17,35068
2993.3,33805
2995.43,32643
2997.55,31464
2999.68,30356
3001.8,29469
3003.92,28570
3006.04,27727
3008.15,26924
3010.26,26241
3012.38,25349
3014.49,24742
3016.59,24107
3018.7,23570
3020.8,23082
3022.9,22626
3025,22245
3027.1,21763
3029.2,21546
3031.29,21347
3033.38,21222
3035.47,20927
3037.56,20776
3039.64,20506
3041.72,20365
3043.81,20266
3045.88,20276
3047.96,20081
3050.04,20092
3052.11,19879
3054.18,19928
3056.25,19912
3058.32,19820
3060.38,19583
3062.44,19208
3064.5,18741
3066.56,18394
3068.62,17916
3070.68,17379
3072.73,16966
3074.78,16525
3076.83,16113
3078.87,15806
3080.92,15341
3082.96,14982
3085,14797
3087.04,14493
3089.08,14123
3091.11,13948
3093.15,13652
3095.18,13616
3097.21,13391
3099.23,13376
3101.26,13365
3103.28,12880
3105.3,12676
3107.32,12423
3109.34,12287
3111.35,12123
3113.37,12028
3115.38,11922
3117.39,11749
3119.39,11595
3121.4,11492
3123.4,11433
3125.4,11346
3127.4,11267
3129.4,11176
3131.4,11057
3133.39,10942
3135.38,10870
3137.37,10872
3139.36,10753
3141.34,10699
3143.33,10609
3145.31,10578
3147.29,10562
3149.27,10462
3151.24,10486
3153.22,10407
3155.19,10437
3157.16,10442
3159.13,10393
3161.09,10430
3163.06,10406
3165.02,10418
3166.98,10471
3168.94,10461
3170.9,10530
3172.85,10514
3174.81,10549
3176.76,10596
3178.71,10578
3180.65,10695
3182.6,10567
3184.54,10653
3186.48,10733
3188.42,10725
3190.36,10705
3192.29,10663
3194.23,10671
3196.16,10635
3198.09,10640
3200.02,10660
3201.94,10678
3203.87,10685
3205.79,10616
3207.71,10616
3209.63,10620
3211.55,10673
3213.46,10702
3215.37,10696
3217.29,10688
3219.19,10701
3221.1,10676
3223.01,10704
3224.91,10687
3226.81,10694
3228.71,10804
3230.61,10751
3232.51,10750
3234.4,10718
3236.29,10682
3238.18,10714
3240.07,10709
3241.96,10750
3243.84,10765
3245.73,10733
3247.61,10706
3249.49,10644
3251.36,10690
3253.24,10618
3255.11,10543
3256.98,10448
3258.85,10421
3260.72,10343
3262.59,10178
3264.45,10104
3266.32,9959
3268.18,9887
3270.04,9728
3271.89,9632
3273.75,9563
3275.6,9495
3277.45,9286
3279.3,9084
3281.15,8905
3283,8847
3284.84,8581
3286.68,8458
3288.52,8279
3290.36,8230
3292.2,8223
3294.03,8973
3295.87,9240
3297.7,8105
3299.53,7386
3301.36,7092
3303.18,6932
3305.01,6798
3306.83,6732
3308.65,6579
3310.47,6343
3312.28,6205
3314.1,6039
3315.91,5905
3317.72,5874
3319.53,5843
3321.34,5780
3323.15,5755
3324.95,5675
3326.75,5687
3328.55,5703
3330.35,5055
