À­ÂüÎ»ÒÆ,Count
1461.13,186386
1464.76,183801
1468.37,182425
1471.99,180362
1475.6,178158
1479.21,175414
1482.81,171847
1486.41,167664
1490.01,163253
1493.6,159035
1497.19,155013
1500.77,151096
1504.36,147502
1507.94,144704
1511.51,142285
1515.08,139860
1518.65,137731
1522.21,135864
1525.77,134044
1529.33,132525
1532.89,131485
1536.44,129578
1539.98,128120
1543.52,127612
1547.06,126961
1550.6,125641
1554.13,124955
1557.66,124181
1561.19,123288
1564.71,122647
1568.23,121840
1571.74,121219
1575.25,119827
1578.76,118937
1582.26,117664
1585.77,116573
1589.26,114874
1592.76,113745
1596.25,112265
1599.73,110759
1603.22,109761
1606.7,108636
1610.17,107630
1613.65,106308
1617.12,105088
1620.58,104289
1624.05,103542
1627.5,102533
1630.96,101951
1634.41,101297
1637.86,100865
1641.31,100297
1644.75,99874
1648.19,99605
1651.62,99305
1655.05,98720
1658.48,98076
1661.91,97467
1665.33,96791
1668.75,96013
1672.16,95089
1675.57,94261
1678.98,93553
1682.39,92454
1685.79,91790
1689.19,90952
1692.58,90225
1695.97,89846
1699.36,89077
1702.74,88779
1706.13,88202
1709.5,87833
1712.88,87519
1716.25,87061
1719.62,87019
1722.98,88205
1726.34,88322
1729.7,86248
1733.06,85418
1736.41,85074
1739.75,84629
1743.1,84290
1746.44,83445
1749.78,82738
1753.11,82254
1756.44,81838
1759.77,81183
1763.1,80664
1766.42,80203
1769.74,79817
1773.05,79812
1776.36,79341
1779.67,79249
1782.98,78950
1786.28,78871
1789.58,78687
1792.87,78589
1796.17,78412
1799.45,78361
1802.74,78289
1806.02,78105
1809.3,77727
1812.58,77618
1815.85,76994
1819.12,76424
1822.39,75870
1825.65,75431
1828.91,75105
1832.17,74733
1835.42,74337
1838.67,73859
1841.92,73161
1845.16,72779
1848.4,72375
1851.64,72195
1854.87,71945
1858.1,71683
1861.33,71160
1864.56,70958
1867.78,70769
1871,70655
1874.21,70428
1877.42,70245
1880.63,70237
1883.84,69889
1887.04,69653
1890.24,69419
1893.44,68961
1896.63,68761
1899.82,68365
1903.01,67931
1906.19,67548
1909.37,67213
1912.55,66746
1915.72,66539
1918.9,66309
1922.06,66102
1925.23,66082
1928.39,65596
1931.55,65488
1934.71,65244
1937.86,65069
1941.01,65248
1944.16,65006
1947.3,65158
1950.44,65078
1953.58,65014
1956.71,64500
1959.84,64519
1962.97,64276
1966.1,64242
1969.22,63733
1972.34,63565
1975.45,64016
1978.57,63620
1981.68,62759
1984.78,62066
1987.89,61766
1990.99,61437
1994.08,61123
1997.18,60845
2000.27,60809
2003.36,60477
2006.44,60219
2009.53,59966
2012.61,59793
2015.68,59584
2018.76,59357
2021.83,59399
2024.9,58896
2027.96,58737
2031.02,58307
2034.08,58069
2037.14,57717
2040.19,57524
2043.24,57236
2046.28,56811
2049.33,56379
2052.37,56023
2055.41,55686
2058.44,55243
2061.47,54835
2064.5,54582
2067.53,54090
2070.55,53746
2073.57,53547
2076.59,53238
2079.6,53045
2082.61,52624
2085.62,52472
2088.63,52461
2091.63,52016
2094.63,51927
2097.63,51606
2100.62,51465
2103.61,51158
2106.6,50850
2109.58,50865
2112.57,50424
2115.55,50272
2118.52,49908
2121.5,49799
2124.47,49581
2127.43,49449
2130.4,49162
2133.36,48876
2136.32,48792
2139.27,48700
2142.23,48576
2145.18,48489
2148.13,48450
2151.07,48312
2154.01,48314
2156.95,48180
2159.89,48156
2162.82,48064
2165.75,47890
2168.68,47671
2171.6,47650
2174.52,47571
2177.44,47451
2180.36,47316
2183.27,47155
2186.18,46989
2189.09,46717
2192,46598
2194.9,46435
2197.8,46215
2200.69,46065
2203.59,45859
2206.48,45619
2209.37,45355
2212.25,45086
2215.13,45035
2218.01,45554
2220.89,46683
2223.76,46063
2226.63,44854
2229.5,44426
2232.37,43973
2235.23,43953
2238.09,43642
2240.95,43476
2243.8,43206
2246.65,42992
2249.5,42835
2252.35,42565
2255.19,42273
2258.03,42068
2260.87,41897
2263.71,41646
2266.54,41290
2269.37,41007
2272.2,40808
2275.02,40622
2277.84,40470
2280.66,40299
2283.48,40037
2286.29,39801
2289.1,39700
2291.91,39576
2294.71,39443
2297.52,39295
2300.32,39279
2303.11,39090
2305.91,38994
2308.7,38859
2311.49,38745
2314.27,38628
2317.06,38360
2319.84,38185
2322.62,37968
2325.39,37989
2328.17,37729
2330.94,37605
2333.7,37337
2336.47,37110
2339.23,37057
2341.99,36770
2344.75,36591
2347.5,36476
2350.25,36191
2353,36123
2355.75,35927
2358.49,35650
2361.23,35512
2363.97,35484
2366.7,35183
2369.44,35042
2372.17,34986
2374.89,35020
2377.62,35127
2380.34,35166
2383.06,34713
2385.78,34300
2388.49,33888
2391.2,33830
2393.91,33638
2396.62,33505
2399.32,33450
2402.03,33147
2404.72,33116
2407.42,32786
2410.11,32657
2412.81,32673
2415.49,32432
2418.18,32382
2420.86,32127
2423.54,31946
2426.22,32010
2428.9,31798
2431.57,31793
2434.24,31563
2436.91,31542
2439.57,31569
2442.23,31340
2444.89,31268
2447.55,31138
2450.21,31037
2452.86,30915
2455.51,30805
2458.16,30648
2460.8,30671
2463.44,30471
2466.08,30388
2468.72,30430
2471.35,30294
2473.98,30161
2476.61,29988
2479.24,29944
2481.87,29861
2484.49,29700
2487.11,29611
2489.72,29515
2492.34,29402
2494.95,29281
2497.56,29228
2500.16,29067
2502.77,29014
2505.37,28905
2507.97,28822
2510.57,28588
2513.16,28488
2515.75,28257
2518.34,28212
2520.93,28195
2523.51,27999
2526.09,27863
2528.67,27911
2531.25,27755
2533.82,27647
2536.39,27620
2538.96,27626
2541.53,27529
2544.09,27461
2546.66,27477
2549.21,27457
2551.77,27263
2554.33,27067
2556.88,27041
2559.43,27007
2561.97,26881
2564.52,26769
2567.06,26774
2569.6,26638
2572.14,26545
2574.67,26317
2577.2,26182
2579.73,26066
2582.26,25939
2584.79,25757
2587.31,25623
2589.83,25429
2592.35,25423
2594.86,25187
2597.37,25155
2599.89,25052
2602.39,25049
2604.9,25156
2607.4,24979
2609.9,24572
2612.4,24327
2614.9,24196
2617.39,24002
2619.88,23767
2622.37,23624
2624.86,23532
2627.34,23270
2629.82,23046
2632.3,22961
2634.78,22859
2637.25,22712
2639.72,22610
2642.19,22459
2644.66,22271
2647.13,22073
2649.59,21934
2652.05,21767
2654.51,21730
2656.96,21558
2659.41,21453
2661.86,21412
2664.31,21244
2666.76,21159
2669.2,21095
2671.64,21017
2674.08,20894
2676.52,20876
2678.95,20760
2681.38,20817
2683.81,20591
2686.24,20658
2688.67,20659
2691.09,20545
2693.51,20491
2695.93,20437
2698.34,20429
2700.76,20464
2703.17,20300
2705.57,20269
2707.98,20186
2710.38,20175
2712.79,20180
2715.18,20055
2717.58,19940
2719.98,19981
2722.37,19925
2724.76,19985
2727.15,19984
2729.53,19986
2731.91,19904
2734.3,19989
2736.67,20006
2739.05,19978
2741.42,19996
2743.8,20010
2746.16,20091
2748.53,20164
2750.9,20277
2753.26,20467
2755.62,20560
2757.98,20623
2760.33,20817
2762.69,20944
2765.04,21124
2767.39,21291
2769.73,21512
2772.08,21689
2774.42,21969
2776.76,22358
2779.1,22682
2781.43,23078
2783.76,23531
2786.1,24020
2788.42,24498
2790.75,25108
2793.07,25955
2795.4,26871
2797.72,27850
2800.03,29031
2802.35,30478
2804.66,32175
2806.97,34009
2809.28,36144
2811.59,38991
2813.89,42105
2816.19,45986
2818.49,50602
2820.79,56073
2823.08,62731
2825.38,70112
2827.67,78586
2829.95,88182
2832.24,98065
2834.53,106146
2836.81,110308
2839.09,108901
2841.36,102447
2843.64,92801
2845.91,82607
2848.18,73339
2850.45,65494
2852.72,58971
2854.98,53667
2857.24,49517
2859.5,46121
2861.76,43364
2864.02,41181
2866.27,39462
2868.52,37965
2870.77,36788
2873.02,35894
2875.26,35227
2877.5,34759
2879.74,34468
2881.98,34351
2884.22,34352
2886.45,34555
2888.68,34840
2890.91,35300
2893.14,35863
2895.37,36615
2897.59,37456
2899.81,38481
2902.03,39570
2904.24,40717
2906.46,42257
2908.67,43597
2910.88,45171
2913.09,46952
2915.29,48463
2917.5,50171
2919.7,51553
2921.9,53099
2924.1,54686
2926.29,56430
2928.49,58269
2930.68,60346
2932.86,62854
2935.05,65394
2937.24,67939
2939.42,70310
2941.6,72123
2943.78,73466
2945.95,73826
2948.13,72740
2950.3,70504
2952.47,67338
2954.64,63658
2956.8,59838
2958.97,56342
2961.13,53371
2963.29,50003
2965.44,46904
2967.6,44377
2969.75,42283
2971.9,40559
2974.05,39102
2976.2,37879
2978.34,36641
2980.49,35482
2982.63,34466
2984.76,33488
2986.9,32564
2989.04,31507
2991.17,30583
2993.3,29589
2995.43,28597
2997.55,27561
2999.68,26613
3001.8,25629
3003.92,24757
3006.04,23766
3008.15,22933
3010.26,22097
3012.38,21275
3014.49,20605
3016.59,20002
3018.7,19424
3020.8,18785
3022.9,18230
3025,17863
3027.1,17450
3029.2,17000
3031.29,16651
3033.38,16293
3035.47,16006
3037.56,15650
3039.64,15369
3041.72,15095
3043.81,14837
3045.88,14596
3047.96,14369
3050.04,14184
3052.11,13966
3054.18,13758
3056.25,13536
3058.32,13391
3060.38,13283
3062.44,13060
3064.5,12831
3066.56,12713
3068.62,12529
3070.68,12473
3072.73,12323
3074.78,12261
3076.83,12104
3078.87,12023
3080.92,11881
3082.96,11729
3085,11616
3087.04,11482
3089.08,11332
3091.11,11299
3093.15,11227
3095.18,11122
3097.21,11079
3099.23,11272
3101.26,11250
3103.28,10820
3105.3,10555
3107.32,10398
3109.34,10356
3111.35,10257
3113.37,10153
3115.38,10141
3117.39,9998
3119.39,9906
3121.4,9845
3123.4,9747
3125.4,9689
3127.4,9571
3129.4,9535
3131.4,9492
3133.39,9378
3135.38,9345
3137.37,9274
3139.36,9267
3141.34,9201
3143.33,9154
3145.31,9088
3147.29,9088
3149.27,9049
3151.24,9001
3153.22,8997
3155.19,8995
3157.16,8953
3159.13,9022
3161.09,8940
3163.06,9005
3165.02,9004
3166.98,9008
3168.94,9086
3170.9,9060
3172.85,9085
3174.81,9135
3176.76,9034
3178.71,9225
3180.65,9172
3182.6,9198
3184.54,9270
3186.48,9294
3188.42,9309
3190.36,9341
3192.29,9255
3194.23,9235
3196.16,9283
3198.09,9306
3200.02,9330
3201.94,9236
3203.87,9299
3205.79,9328
3207.71,9266
3209.63,9298
3211.55,9401
3213.46,9431
3215.37,9363
3217.29,9374
3219.19,9434
3221.1,9425
3223.01,9448
3224.91,9396
3226.81,9440
3228.71,9516
3230.61,9494
3232.51,9554
3234.4,9569
3236.29,9527
3238.18,9518
3240.07,9535
3241.96,9553
3243.84,9555
3245.73,9540
3247.61,9540
3249.49,9480
3251.36,9530
3253.24,9456
3255.11,9375
3256.98,9404
3258.85,9292
3260.72,9231
3262.59,9074
3264.45,8957
3266.32,8854
3268.18,8764
3270.04,8638
3271.89,8462
3273.75,8414
3275.6,8378
3277.45,8138
3279.3,7972
3281.15,7791
3283,7719
3284.84,7494
3286.68,7375
3288.52,7194
3290.36,7074
3292.2,7289
3294.03,8217
3295.87,8507
3297.7,7086
3299.53,6286
3301.36,5994
3303.18,5811
3305.01,5628
3306.83,5595
3308.65,5415
3310.47,5213
3312.28,5046
3314.1,4860
3315.91,4737
3317.72,4642
3319.53,4620
3321.34,4533
3323.15,4544
3324.95,4463
3326.75,4508
3328.55,4447
3330.35,3369
